onset_qL,measure,label,root_pc,size
2.3333333333333335,842,C# (major pentatonic),1,5
2.5,842,C# (major pentatonic),1,5
2.6666666666666665,842,C# (major pentatonic),1,5
3.0,842,B- (enharmonic equivalent to major triad),10,3
3.5,842,C# (enharmonic to dominant seventh chord),1,4
0.0,843,E- (Diminished Fourth with octave doublings),3,2
1.0,843,E- (enharmonic equivalent to major triad),3,3
1.5,843,E- (enharmonic equivalent to major triad),3,3
2.0,843,B (minor triad),11,3
3.0,843,B (minor triad),11,3
0.0,844,D (major triad),2,3
1.5,844,D (major triad),2,3
2.0,844,D (major triad),2,3
3.0,844,D (major triad),2,3
1.0,845,B (Perfect Octave),11,1
1.3333333333333333,845,B (Perfect Octave),11,1
2.0,845,A (Perfect Octave),9,1
2.6666666666666665,845,A (Perfect Octave),9,1
3.0,845,B (multiple octaves),11,1
0.0,846,A (multiple octaves),9,1
1.0,846,B (Perfect Octave),11,1
1.3333333333333333,846,B (Perfect Octave),11,1
2.0,846,A (Perfect Octave),9,1
2.6666666666666665,846,A (Perfect Octave),9,1
3.0,846,B (multiple octaves),11,1
0.0,847,A (multiple octaves),9,1
1.0,847,B (Perfect Octave),11,1
1.3333333333333333,847,B (Perfect Octave),11,1
2.0,847,A (Perfect Octave),9,1
2.6666666666666665,847,A (Perfect Octave),9,1
3.0,847,B (multiple octaves),11,1
0.0,848,A (multiple octaves),9,1
1.0,848,B (Perfect Octave),11,1
1.3333333333333333,848,B (Perfect Octave),11,1
2.0,848,A (Perfect Octave),9,1
2.6666666666666665,848,A (Perfect Octave),9,1
3.0,848,B (multiple octaves),11,1
0.0,849,A (multiple octaves),9,1
1.0,849,B (multiple octaves),11,1
1.3333333333333333,849,B (multiple octaves),11,1
2.0,849,A (multiple octaves),9,1
2.6666666666666665,849,A (multiple octaves),9,1
3.0,849,B (multiple octaves),11,1
0.0,850,A (multiple octaves),9,1
1.0,850,B (multiple octaves),11,1
1.3333333333333333,850,B (multiple octaves),11,1
2.0,850,A (multiple octaves),9,1
2.6666666666666665,850,A (multiple octaves),9,1
3.0,850,B (multiple octaves),11,1
0.0,851,A (multiple octaves),9,1
1.0,851,B (Minor Seventh with octave doublings),11,2
1.3333333333333333,851,B (Minor Seventh with octave doublings),11,2
2.0,851,A (multiple octaves),9,1
2.6666666666666665,851,A (multiple octaves),9,1
3.0,851,B (Minor Seventh with octave doublings),11,2
0.0,852,A (multiple octaves),9,1
1.0,852,B (Minor Seventh with octave doublings),11,2
1.3333333333333333,852,B (Minor Seventh with octave doublings),11,2
2.0,852,A (multiple octaves),9,1
2.6666666666666665,852,A (multiple octaves),9,1
3.0,852,B (Minor Seventh with octave doublings),11,2
3.5,852,A (Minor Sixth with octave doublings),9,2
0.0,853,D (multiple octaves),2,1
0.75,853,D (multiple octaves),2,1
1.0,853,D (multiple octaves),2,1
1.75,853,D (note),2,1
2.0,853,A (Minor Sixth with octave doublings),9,2
2.75,853,A (note),9,1
3.0,853,B (Major Second with octave doublings),11,2
3.75,853,A (multiple octaves),9,1
0.0,854,E (multiple octaves),4,1
0.75,854,E (note),4,1
1.0,854,E (multiple octaves),4,1
1.75,854,E (note),4,1
2.0,854,E- (multiple octaves),3,1
3.0,854,B (multiple octaves),11,1
0.0,855,E (multiple octaves),4,1
0.75,855,E (Perfect Octave),4,1
1.0,855,F# (Minor Seventh with octave doublings),6,2
2.0,855,E (Major Sixth with octave doublings),4,2
3.0,855,E (Minor Sixth with octave doublings),4,2
0.0,856,A (Perfect Fifth with octave doublings),9,2
0.75,856,A (multiple octaves),9,1
1.0,856,A (incomplete major-seventh chord),9,3
1.75,856,A (note),9,1
2.0,856,A (multiple octaves),9,1
2.75,856,A (multiple octaves),9,1
3.0,856,G (whole-tone trichord),7,3
3.5,856,A (incomplete dominant-seventh chord),9,3
3.75,856,A (Minor Sixth with octave doublings),9,2
0.0,857,D (Major Third with octave doublings),2,2
0.75,857,D (Perfect Octave),2,1
1.0,857,D (Major Third with octave doublings),2,2
1.5,857,G (Perfect Fourth with octave doublings),7,2
1.75,857,G (Perfect Fourth with octave doublings),7,2
2.0,857,A (Minor Sixth with octave doublings),9,2
2.75,857,C# (Perfect Octave),1,1
3.0,857,A (multiple octaves),9,1
3.75,857,A (Perfect Octave),9,1
0.0,858,E (Minor Third with octave doublings),4,2
0.75,858,E (Perfect Octave),4,1
1.0,858,E (Minor Third with octave doublings),4,2
1.5,858,A (Perfect Fourth with octave doublings),9,2
1.75,858,A (Perfect Fourth with octave doublings),9,2
2.0,858,E- (Augmented Fifth with octave doublings),3,2
2.75,858,E- (Perfect Octave),3,1
3.0,858,B (multiple octaves),11,1
3.5,858,B (Minor Seventh with octave doublings),11,2
3.75,858,A (multiple octaves),9,1
0.0,859,A (incomplete dominant-seventh chord),9,3
0.75,859,E (multiple octaves),4,1
1.0,859,E (minor trichord),4,3
1.5,859,F# (Minor Seventh with octave doublings),6,2
1.75,859,F# (multiple octaves),6,1
2.0,859,E (Major Sixth with octave doublings),4,2
2.75,859,G (multiple octaves),7,1
3.0,859,E (Minor Sixth with octave doublings),4,2
3.5,859,E (incomplete dominant-seventh chord),4,3
3.75,859,G# (Diminished Fifth with octave doublings),8,2
0.0,860,A (major triad),9,3
0.75,860,A (multiple octaves),9,1
1.0,860,A (major seventh chord),9,4
1.5,860,E (perfect-fourth major tetrachord),4,4
1.75,860,G# (phrygian trichord),8,3
2.0,860,A (multiple octaves),9,1
2.75,860,A (multiple octaves),9,1
3.0,860,E- (Diminished Fourth with octave doublings),3,2
3.5,860,A (Diminished Fifth with octave doublings),9,2
3.75,860,A (multiple octaves),9,1
0.0,861,E (Major Sixth with octave doublings),4,2
0.75,861,G (Perfect Octave),7,1
1.0,861,E (minor trichord),4,3
1.5,861,F# (Minor Seventh with octave doublings),6,2
1.75,861,F# (multiple octaves),6,1
2.0,861,E (Minor Third with octave doublings),4,2
2.75,861,E (Perfect Octave),4,1
3.0,861,E (Major Third with octave doublings),4,2
3.5,861,E (incomplete dominant-seventh chord),4,3
3.75,861,G# (Augmented Fourth with octave doublings),8,2
0.0,862,A (major triad),9,3
0.75,862,A (Major Third with octave doublings),9,2
1.0,862,A (major seventh chord),9,4
1.5,862,E (perfect-fourth major tetrachord),4,4
1.75,862,G# (phrygian trichord),8,3
2.0,862,A (multiple octaves),9,1
2.5,862,B (Major Second with octave doublings),11,2
2.75,862,B (Major Second with octave doublings),11,2
3.0,862,A (Major Third with octave doublings),9,2
3.5,862,D (Perfect Fourth with octave doublings),2,2
3.75,862,D (Perfect Fourth with octave doublings),2,2
0.0,863,A (incomplete dominant-seventh chord),9,3
0.5,863,A (incomplete dominant-seventh chord),9,3
1.0,863,A (Perfect Fifth with octave doublings),9,2
1.5,863,F# (Major Sixth with octave doublings),6,2
2.0,863,A (incomplete dominant-seventh chord),9,3
2.5,863,A (incomplete dominant-seventh chord),9,3
3.0,863,D (major triad),2,3
3.5,863,D (major triad),2,3
3.75,863,D (major triad),2,3
0.0,864,A (incomplete dominant-seventh chord),9,3
0.5,864,A (incomplete dominant-seventh chord),9,3
1.0,864,A (Perfect Fifth with octave doublings),9,2
1.5,864,F# (Major Sixth with octave doublings),6,2
2.0,864,A (incomplete dominant-seventh chord),9,3
2.5,864,A (incomplete dominant-seventh chord),9,3
3.0,864,D (major triad),2,3
3.5,864,D (major triad),2,3
3.75,864,D (major triad),2,3
0.0,865,A (incomplete dominant-seventh chord),9,3
0.5,865,A (incomplete dominant-seventh chord),9,3
1.0,865,A (Perfect Fifth with octave doublings),9,2
1.5,865,F# (Major Sixth with octave doublings),6,2
2.0,865,A (incomplete dominant-seventh chord),9,3
2.5,865,A (incomplete dominant-seventh chord),9,3
3.0,865,D (major triad),2,3
3.5,865,D (major triad),2,3
3.75,865,D (major triad),2,3
0.0,866,A (incomplete dominant-seventh chord),9,3
0.5,866,A (incomplete dominant-seventh chord),9,3
1.0,866,A (Perfect Fifth with octave doublings),9,2
1.5,866,F# (incomplete minor-seventh chord),6,3
2.0,866,A (incomplete dominant-seventh chord),9,3
2.5,866,A (incomplete dominant-seventh chord),9,3
3.0,866,D (major triad),2,3
3.5,866,D (major triad),2,3
3.75,866,D (major triad),2,3
0.0,867,A (incomplete dominant-seventh chord),9,3
0.25,867,E (perfect-fourth minor tetrachord),4,4
0.5,867,A (incomplete dominant-seventh chord),9,3
0.75,867,E (perfect-fourth minor tetrachord),4,4
1.0,867,A (Perfect Fifth with octave doublings),9,2
1.25,867,A (quartal trichord),9,3
1.5,867,F# (Major Sixth with octave doublings),6,2
1.75,867,B (incomplete dominant-seventh chord),11,3
2.0,867,A (incomplete dominant-seventh chord),9,3
2.25,867,E (perfect-fourth minor tetrachord),4,4
2.5,867,A (incomplete dominant-seventh chord),9,3
2.75,867,E (perfect-fourth minor tetrachord),4,4
3.0,867,D (major triad),2,3
3.25,867,B (minor seventh chord),11,4
3.5,867,D (major triad),2,3
3.75,867,B (minor seventh chord),11,4
0.0,868,A (incomplete dominant-seventh chord),9,3
0.25,868,E (perfect-fourth minor tetrachord),4,4
0.5,868,A (incomplete dominant-seventh chord),9,3
0.75,868,E (perfect-fourth minor tetrachord),4,4
1.0,868,A (Perfect Fifth with octave doublings),9,2
1.25,868,A (quartal trichord),9,3
1.5,868,F# (Major Sixth with octave doublings),6,2
1.75,868,B (incomplete dominant-seventh chord),11,3
2.0,868,A (incomplete dominant-seventh chord),9,3
2.25,868,E (perfect-fourth minor tetrachord),4,4
2.5,868,A (incomplete dominant-seventh chord),9,3
2.75,868,E (perfect-fourth minor tetrachord),4,4
3.0,868,D (major triad),2,3
3.25,868,B (minor seventh chord),11,4
3.5,868,D (major triad),2,3
3.75,868,B (minor seventh chord),11,4
0.0,869,A (incomplete dominant-seventh chord),9,3
0.25,869,E (perfect-fourth minor tetrachord),4,4
0.5,869,A (incomplete dominant-seventh chord),9,3
0.75,869,E (perfect-fourth minor tetrachord),4,4
1.0,869,A (Perfect Fifth with octave doublings),9,2
1.25,869,A (quartal trichord),9,3
1.5,869,F# (Major Sixth with octave doublings),6,2
1.75,869,B (incomplete dominant-seventh chord),11,3
2.0,869,A (incomplete dominant-seventh chord),9,3
2.25,869,E (perfect-fourth minor tetrachord),4,4
2.5,869,A (incomplete dominant-seventh chord),9,3
2.75,869,E (perfect-fourth minor tetrachord),4,4
3.0,869,D (major triad),2,3
3.25,869,B (minor seventh chord),11,4
3.5,869,D (major triad),2,3
3.75,869,B (minor seventh chord),11,4
0.0,870,A (incomplete dominant-seventh chord),9,3
0.25,870,E (perfect-fourth minor tetrachord),4,4
0.5,870,A (incomplete dominant-seventh chord),9,3
0.75,870,E (perfect-fourth minor tetrachord),4,4
1.0,870,A (Perfect Fifth with octave doublings),9,2
1.25,870,A (quartal trichord),9,3
1.5,870,F# (Major Sixth with octave doublings),6,2
1.75,870,B (incomplete dominant-seventh chord),11,3
2.0,870,A (incomplete dominant-seventh chord),9,3
2.25,870,E (perfect-fourth minor tetrachord),4,4
2.5,870,A (incomplete dominant-seventh chord),9,3
2.75,870,E (perfect-fourth minor tetrachord),4,4
3.0,870,D (major triad),2,3
3.3333333333333335,870,D (perfect-fourth major tetrachord),2,4
3.5,870,D (perfect-fourth major tetrachord),2,4
3.6666666666666665,870,D (major triad),2,3
3.75,870,D (major triad),2,3
0.0,871,A (dominant seventh chord),9,4
0.5,871,A (dominant seventh chord),9,4
0.75,871,A (dominant seventh chord),9,4
1.0,871,A (dominant seventh chord),9,4
1.5,871,A (dominant seventh chord),9,4
1.75,871,A (dominant seventh chord),9,4
2.0,871,E (quartal tetramirror),4,4
2.5,871,E (quartal tetramirror),4,4
2.75,871,E (quartal tetramirror),4,4
3.0,871,D (major triad),2,3
3.5,871,D (major triad),2,3
3.75,871,D (major triad),2,3
0.0,872,G (major-ninth chord),7,5
0.5,872,G (major-ninth chord),7,5
0.75,872,G (major-ninth chord),7,5
1.0,872,E (minor triad),4,3
1.5,872,E (minor triad),4,3
1.75,872,E (minor triad),4,3
2.0,872,E (minor seventh chord),4,4
2.5,872,E (minor seventh chord),4,4
2.75,872,G (major triad),7,3
3.0,872,E (minor triad),4,3
3.5,872,E (minor triad),4,3
3.75,872,E (minor triad),4,3
0.0,873,A (incomplete dominant-seventh chord),9,3
0.5,873,A (incomplete dominant-seventh chord),9,3
0.75,873,A (incomplete dominant-seventh chord),9,3
1.0,873,D (major triad),2,3
1.5,873,D (major triad),2,3
1.75,873,D (major triad),2,3
2.0,873,E (quartal tetramirror),4,4
2.5,873,E (quartal tetramirror),4,4
2.75,873,E (quartal tetramirror),4,4
3.0,873,A (dominant seventh chord),9,4
3.5,873,A (dominant seventh chord),9,4
3.75,873,A (dominant seventh chord),9,4
0.0,874,B (minor seventh chord),11,4
0.5,874,B (minor seventh chord),11,4
0.75,874,B (minor seventh chord),11,4
1.0,874,B (minor seventh chord),11,4
1.5,874,B (minor seventh chord),11,4
1.75,874,B (minor seventh chord),11,4
2.0,874,D (major triad),2,3
2.5,874,D (major triad),2,3
2.75,874,D (major triad),2,3
3.0,874,D (major triad),2,3
3.5,874,D (major triad),2,3
3.75,874,D (major triad),2,3
0.0,875,E (major pentatonic),4,5
0.5,875,E (major pentatonic),4,5
0.75,875,E (major pentatonic),4,5
1.0,875,A (dominant seventh chord),9,4
1.5,875,A (dominant seventh chord),9,4
1.75,875,A (dominant seventh chord),9,4
2.0,875,E (quartal tetramirror),4,4
2.5,875,E (quartal tetramirror),4,4
2.75,875,E (incomplete minor-seventh chord),4,3
3.0,875,D (Major Third with octave doublings),2,2
3.5,875,D (Major Third with octave doublings),2,2
3.75,875,D (Major Third with octave doublings),2,2
0.0,876,G (major-ninth chord),7,5
0.5,876,G (major-ninth chord),7,5
0.75,876,G (major-ninth chord),7,5
1.0,876,E (minor triad),4,3
1.5,876,E (minor triad),4,3
1.75,876,E (minor triad),4,3
2.0,876,E (minor seventh chord),4,4
2.5,876,E (minor seventh chord),4,4
2.75,876,G (major triad),7,3
3.0,876,E (minor triad),4,3
3.5,876,E (minor triad),4,3
3.75,876,E (minor triad),4,3
0.0,877,F# (minor tetramirror),6,4
0.5,877,F# (minor tetramirror),6,4
0.75,877,F# (minor tetramirror),6,4
1.0,877,D (major triad),2,3
1.5,877,D (major triad),2,3
1.75,877,D (major triad),2,3
2.0,877,D (major-second major tetrachord),2,4
2.5,877,D (major-second major tetrachord),2,4
2.75,877,D (major-second major tetrachord),2,4
3.0,877,A (major triad),9,3
3.5,877,A (major triad),9,3
3.75,877,A (major triad),9,3
0.0,878,D (major pentachord),2,5
0.75,878,E (quartal tetramirror),4,4
1.0,878,D (Major Third with octave doublings),2,2
1.5,878,G (incomplete major-seventh chord),7,3
1.75,878,G (incomplete major-seventh chord),7,3
2.0,878,A (major triad),9,3
2.75,878,A (Perfect Fifth with octave doublings),9,2
3.0,878,A (multiple octaves),9,1
3.75,878,A (Perfect Octave),9,1
0.0,879,D (Major Third with octave doublings),2,2
0.75,879,D (Major Third with octave doublings),2,2
1.0,879,D (Major Third with octave doublings),2,2
1.5,879,G (incomplete major-seventh chord),7,3
1.75,879,G (incomplete major-seventh chord),7,3
2.0,879,A (major triad),9,3
2.75,879,A (major triad),9,3
3.0,879,A (major triad),9,3
3.75,879,A (major triad),9,3
0.0,880,E (Minor Third with octave doublings),4,2
0.75,880,E (Perfect Octave),4,1
1.0,880,E (Minor Third with octave doublings),4,2
1.5,880,A (incomplete dominant-seventh chord),9,3
1.75,880,A (multiple octaves),9,1
2.0,880,E- (enharmonic equivalent to major triad),3,3
3.0,880,E- (enharmonic equivalent to major triad),3,3
0.0,881,E (Minor Third with octave doublings),4,2
0.75,881,E (Minor Third with octave doublings),4,2
1.0,881,E (Minor Third with octave doublings),4,2
1.5,881,A (incomplete dominant-seventh chord),9,3
1.75,881,A (incomplete dominant-seventh chord),9,3
2.0,881,E- (enharmonic equivalent to major triad),3,3
2.75,881,E- (enharmonic equivalent to major triad),3,3
3.0,881,E- (enharmonic equivalent to major triad),3,3
3.5,881,E- (minor-major ninth chord),3,5
3.75,881,E (minor triad),4,3
0.0,882,B (incomplete dominant-seventh chord),11,3
0.75,882,B (incomplete dominant-seventh chord),11,3
1.0,882,F# (enharmonic to dominant seventh chord),6,4
1.5,882,E (dorian pentachord),4,5
2.0,882,B (incomplete dominant-seventh chord),11,3
2.75,882,B (incomplete dominant-seventh chord),11,3
3.0,882,F# (enharmonic to dominant seventh chord),6,4
3.5,882,E (dorian pentachord),4,5
0.0,883,B (incomplete dominant-seventh chord),11,3
0.75,883,B (incomplete dominant-seventh chord),11,3
1.0,883,F# (enharmonic to dominant seventh chord),6,4
1.5,883,E (dorian pentachord),4,5
2.0,883,B (incomplete dominant-seventh chord),11,3
2.75,883,B (incomplete dominant-seventh chord),11,3
3.0,883,F# (enharmonic to dominant seventh chord),6,4
3.5,883,E (dorian pentachord),4,5
0.0,884,B (incomplete dominant-seventh chord),11,3
0.75,884,B (incomplete dominant-seventh chord),11,3
1.0,884,F# (enharmonic to dominant seventh chord),6,4
1.5,884,E (dorian pentachord),4,5
2.0,884,B (incomplete dominant-seventh chord),11,3
2.75,884,B (incomplete dominant-seventh chord),11,3
3.0,884,G (phrygian tetrachord),7,4
3.5,884,B (incomplete dominant-seventh chord),11,3
0.0,885,C (major triad),0,3
0.75,885,C (major triad),0,3
1.0,885,C (major triad),0,3
1.5,885,C (all-interval tetrachord),0,4
1.75,885,F# (multiple octaves),6,1
2.0,885,C (major triad),0,3
2.75,885,C (major triad),0,3
3.0,885,C (major triad),0,3
3.5,885,C (all-interval tetrachord),0,4
3.75,885,C (all-interval tetrachord),0,4
0.0,886,C (major triad),0,3
0.75,886,C (major triad),0,3
1.0,886,C (major triad),0,3
1.5,886,C (all-interval tetrachord),0,4
1.75,886,C (all-interval tetrachord),0,4
2.0,886,C (major triad),0,3
2.75,886,C (major triad),0,3
3.0,886,A (minor seventh chord),9,4
3.5,886,C (major triad),0,3
3.75,886,C (major triad),0,3
0.0,887,F (Major Third with octave doublings),5,2
0.75,887,F (Major Third with octave doublings),5,2
1.0,887,D (minor triad),2,3
1.5,887,F (incomplete major-seventh chord),5,3
1.75,887,E (multiple octaves),4,1
2.0,887,D (minor triad),2,3
2.75,887,D (minor triad),2,3
3.0,887,D (perfect-fourth minor tetrachord),2,4
3.5,887,D (minor triad),2,3
3.75,887,D (minor triad),2,3
0.0,888,A (major triad),9,3
0.5,888,A (major triad),9,3
0.75,888,A (major triad),9,3
1.0,888,A (major triad),9,3
1.5,888,A (major triad),9,3
1.75,888,A (major triad),9,3
2.0,888,A (multiple octaves),9,1
2.75,888,A (multiple octaves),9,1
3.0,888,A (Major Seventh with octave doublings),9,2
3.5,888,A (multiple octaves),9,1
3.75,888,A (multiple octaves),9,1
0.0,889,F# (enharmonic to dominant seventh chord),6,4
0.5,889,F# (enharmonic to dominant seventh chord),6,4
0.75,889,F# (enharmonic to dominant seventh chord),6,4
1.0,889,F# (enharmonic to dominant seventh chord),6,4
1.5,889,F# (enharmonic to dominant seventh chord),6,4
1.75,889,F# (enharmonic to dominant seventh chord),6,4
2.0,889,F# (enharmonic to dominant seventh chord),6,4
2.5,889,F# (enharmonic to dominant seventh chord),6,4
2.75,889,F# (enharmonic to dominant seventh chord),6,4
3.0,889,F# (enharmonic to dominant seventh chord),6,4
3.5,889,F# (enharmonic to dominant seventh chord),6,4
3.75,889,F# (enharmonic to dominant seventh chord),6,4
0.0,890,F# (enharmonic to dominant seventh chord),6,4
0.5,890,F# (enharmonic to dominant seventh chord),6,4
0.75,890,F# (enharmonic to dominant seventh chord),6,4
1.0,890,F# (enharmonic to dominant seventh chord),6,4
